Record Type,Federal School ID,County,District,School,Latitude,Longitude,Street Address,Street City,Street State,Street Zip,Name Classification,Spanish?,Person Occupation,notes
School,00563,Los Angeles,Burbank Unified,Burbank High,34.188238,-118.315977,902 North Third St.,Burbank,CA,91502-1018,place,n,,
School,00564,Los Angeles,Burbank Unified,Burroughs High,34.17046,-118.327144,1920 Clark Ave.,Burbank,CA,91506-1918,person,n,naturalist,
School,00756,Los Angeles,Centinela Valley Union High,Hawthorne High,33.916456,-118.362903,4859 West El Segundo Blvd.,Hawthorne,CA,90250-4204,place,n,,
School,07515,Los Angeles,Centinela Valley Union High,Lawndale High,33.896373,-118.361369,14901 South Inglewood Ave.,Lawndale,CA,90260-1251,place,n,,
School,00759,Los Angeles,Centinela Valley Union High,Leuzinger High,33.90137,-118.34687,4118 West Rosecrans Ave.,Lawndale,CA,90260-1601,person,n,school leadership,
School,00801,Los Angeles,Charter Oak Unified,Charter Oak High,34.09937,-117.861372,1430 East Covina Blvd.,Covina,CA,91724-1651,other,n,,
School,00887,Los Angeles,Claremont Unified,Claremont High,34.112944,-117.720418,1601 North Indian Hill Blvd.,Claremont,CA,91711-2643,place,n,,
School,00975,Los Angeles,Compton Unified,Centennial High,33.915421,-118.254288,2606 North Central Ave.,Compton,CA,90222-1640,other,n,,
School,13944,Los Angeles,Compton Unified,Compton Early College High,33.915392,-118.240676,2601 North Wilmington Ave.,Compton,CA,90222-2004,place,n,,
School,00976,Los Angeles,Compton Unified,Compton High,33.8874,-118.210629,1200 East Alondra Blvd.,Compton,CA,90221-3702,place,n,,
School,00978,Los Angeles,Compton Unified,Manuel Dominguez High,33.89383,-118.18237,15301 South San Jose Ave.,Compton,CA,90221-3131,person,y,landowner,
School,01093,Los Angeles,Covina-Valley Unified,Covina High,34.081555,-117.899009,463 South Hollenbeck Ave.,Covina,CA,91723-2955,place,n,,
School,01102,Los Angeles,Covina-Valley Unified,Northview High,34.095751,-117.911048,1016 West Cypress Ave.,Covina,CA,91722-3145,other,n,,
School,01105,Los Angeles,Covina-Valley Unified,South Hills High,34.06209,-117.88263,645 South Barranca St.,West Covina,CA,91723-0269,other,n,,
School,01116,Los Angeles,Culver City Unified,Culver City High,34.007671,-118.402076,4401 Elenda St.,Culver City,CA,90230-4101,place,n,,
School,01264,Los Angeles,Downey Unified,Downey High,33.939009,-118.129024,11040 Brookshire Ave.,Downey,CA,90241-3816,place,n,,
School,01278,Los Angeles,Downey Unified,Warren (Earl) High,33.934857,-118.140698,8141 De Palma St.,Downey,CA,90241-5102,person,n,civil servant,
School,01284,Los Angeles,Duarte Unified,Duarte High,34.136066,-117.971283,1565 East Central Ave.,Duarte,CA,91010-2505,place,n,,
School,01363,Los Angeles,El Monte Union High,Arroyo High,34.093681,-118.020595,4921 North Cedar Ave.,El Monte,CA,91732-1099,other,y,,
School,01364,Los Angeles,El Monte Union High,El Monte High,34.064316,-118.035839,3048 North Tyler Ave.,El Monte,CA,91731-3365,place,y,,
School,01365,Los Angeles,El Monte Union High,Mountain View High,34.053827,-118.010703,2900 Pkwy. Dr.,El Monte,CA,91732-3695,other,n,,
School,01366,Los Angeles,El Monte Union High,Rosemead High,34.083794,-118.07156,9063 East Mission Dr.,Rosemead,CA,91770-4411,place,n,,
School,00439,Los Angeles,El Monte Union High,South El Monte High,34.035173,-118.045106,1001 Durfee Ave.,South El Monte,CA,91733-4409,place,n,,
School,01372,Los Angeles,El Rancho Unified,El Rancho High,33.984147,-118.086965,6501 South Passons Blvd.,Pico Rivera,CA,90660-3373,other,y,,
School,01388,Los Angeles,El Segundo Unified,El Segundo High,33.924213,-118.415885,640 Main St.,El Segundo,CA,90245-3057,place,y,,
School,01923,Los Angeles,Glendale Unified,Crescenta Valley High,34.223671,-118.242201,2900 Community Ave.,La Crescenta,CA,91214-3471,place,n,,
School,01931,Los Angeles,Glendale Unified,Glendale High,34.146175,-118.23259,1440 East Broadway,Glendale,CA,91205-1503,place,n,,
School,01933,Los Angeles,Glendale Unified,Herbert Hoover High,34.165339,-118.270454,651 Glenwood Rd.,Glendale,CA,91202-1552,person,n,politician,
School,01953,Los Angeles,Glendora Unified,Glendora High,34.136125,-117.83549,1600 East Foothill Blvd.,Glendora,CA,91741-3024,place,n,,
School,02072,Los Angeles,Hacienda la Puente Unified,Glen A. Wilson High,33.995701,-117.937964,16455 Wedgeworth Dr.,Hacienda Heights,CA,91745-3045,person,n,school leadership,
School,02049,Los Angeles,Hacienda la Puente Unified,La Puente High,34.024827,-117.955499,15615 East Nelson Ave.,La Puente,CA,91744-3910,place,y,,
School,02053,Los Angeles,Hacienda la Puente Unified,Los Altos High,34.007165,-117.977356,15325 East Los Robles Ave.,Hacienda Heights,CA,91745-2717,other,y,,
School,02074,Los Angeles,Hacienda la Puente Unified,William Workman High,34.028579,-117.937449,16303 East Temple Ave.,City Of Industry,CA,91744-4162,person,n,landowner,
School,02254,Los Angeles,Inglewood Unified,Inglewood High,33.939657,-118.333631,10500 S. Yukon Ave.,Inglewood,CA,90303-2003,place,n,,
School,02408,Los Angeles,La Canada Unified,La Canada High,34.18809,-118.179003,4463 Oak Grove Dr.,La Canada,CA,91011-3738,place,y,,
School,02518,Los Angeles,Las Virgenes Unified,Agoura High,34.15104,-118.74948,28545 West Driver Ave.,Agoura,CA,91301-3335,place,n,,
School,02519,Los Angeles,Las Virgenes Unified,Calabasas High,34.138162,-118.623432,22855 West Mulholland Hwy.,Calabasas,CA,91302-2047,place,n,,
School,13896,Los Angeles,Long Beach Unified,Eunice Sato Academy of Math & Science,33.780885,-118.105137,1100 Iroquois Ave.,Long Beach,CA,90815-4649,person,n,politician,
School,14120,Los Angeles,Long Beach Unified,Richard D. Browning High,33.795479,-118.154577,2120 Obispo Ave.,Long Beach,CA,90804,person,n,community leader,
School,13040,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,33.823923,-118.275857,22328 South Main St.,Carson,CA,90745-4525,other,n,,
School,13104,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,33.823923,-118.275857,22328 South Main St.,Carson,CA,90745-4525,other,n,,
School,11652,Los Angeles,Los Angeles Unified,Arleta High,34.250962,-118.442736,14200 Van Nuys Blvd.,Arleta,CA,91331-5103,place,n,,
School,13065,Los Angeles,Los Angeles Unified,Augustus Hawkins High,33.985536,-118.288006,825 West 60th St.,Los Angeles,CA,90044-5512,person,n,politician,
School,07751,Los Angeles,Los Angeles Unified,Belmont Senior High,34.061222,-118.263016,1575 West 2nd St.,Los Angeles,CA,90026-5701,other,n,,
School,02899,Los Angeles,Los Angeles Unified,Carson Senior High,33.823776,-118.275752,22328 South Main St.,Carson,CA,90745-4525,place,n,,
School,12858,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),34.288462,-118.420736,1001 Arroyo Ave.,San Fernando,CA,91340-1817,person,y,activist,
School,12895,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,34.288462,-118.420736,1001 Arroyo Ave.,San Fernando,CA,91340-1817,person,y,activist,
School,12964,Los Angeles,Los Angeles Unified,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,34.288462,-118.420736,1001 Arroyo Ave.,San Fernando,CA,91340-1817,person,y,activist,
School,12973,Los Angeles,Los Angeles Unified,Communication and Technology at Diego Rivera Learning Complex,33.984122,-118.256116,6100 South Central Ave.,Los Angeles,CA,90001-1133,other,n,,
School,12314,Los Angeles,Los Angeles Unified,Contreras Learning Center-Academic Leadership Community,34.058064,-118.261708,322 Lucas Ave.,Los Angeles,CA,90017-1406,person,y,activist,
School,11888,Los Angeles,Los Angeles Unified,Contreras Learning Center-Los Angeles School of Global Studies,34.058064,-118.261708,322 Lucas Ave.,Los Angeles,CA,90017-1406,person,y,activist,
School,13271,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,34.058179,-118.26087,322 South Lucas Ave.,Los Angeles,CA,90017-1406,person,y,activist,
School,12937,Los Angeles,Los Angeles Unified,Diego Rivera Learning Complex Green Design STEAM Academy,33.984122,-118.256116,6100 South Central Ave.,Los Angeles,CA,90001-1133,person,y,artist,
School,12871,Los Angeles,Los Angeles Unified,Dr. Maya Angelou Community High,33.99422,-118.270103,300 East 53rd St.,Los Angeles,CA,90011-4522,person,n,writer,
School,10844,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,33.783613,-118.281264,1111 Figueroa Pl.,Wilmington,CA,90744-2311,person,n,school leadership,
School,13434,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,34.033179,-118.27006,400 West Washington Blvd.,Los Angeles,CA,90015-4108,other,n,,
School,12657,Los Angeles,Los Angeles Unified,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,34.041554,-118.175474,4211 Dozier St.,Los Angeles,CA,90063-3422,place,n,,
School,11651,Los Angeles,Los Angeles Unified,East Valley Senior High,34.17056,-118.370364,5525 Vineland Ave.,North Hollywood,CA,91601-2730,place,n,,
School,12295,Los Angeles,Los Angeles Unified,Edward R. Roybal Learning Center,34.061984,-118.254566,1200 West Colton St.,Los Angeles,CA,90026-5816,person,n,politician,
School,12819,Los Angeles,Los Angeles Unified,Engineering and Technology Academy at Esteban E. Torres High No. 3,34.041554,-118.175474,4211 Dozier St.,Los Angeles,CA,90063-3422,person,y,politician,
School,12438,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,34.048813,-118.227628,1200 Plaza Del Sol,Los Angeles,CA,90033-2730,person,y,activist,
School,12234,Los Angeles,Los Angeles Unified,Helen Bernstein High,34.095068,-118.313579,1309 North Wilton Pl.,Hollywood,CA,90028-8526,person,n,school leadership,
School,12711,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,34.041554,-118.175474,4211 Dozier St.,Los Angeles,CA,90063-3422,person,y,politician,
School,13579,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,33.804102,-118.307377,24300 South Western Ave.,Harbor City,CA,90710-1742,other,n,,
School,03098,Los Angeles,Los Angeles Unified,Huntington Park Senior High,33.986707,-118.21921,6020 Miles Ave.,Huntington Park,CA,90255-3109,place,n,,
School,03109,Los Angeles,Los Angeles Unified,Jordan High,33.943161,-118.231291,2265 East 103rd St.,Los Angeles,CA,90002-3132,person,n,school leadership,
School,13173,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,33.981804,-118.233724,6361 Cottage St.,Huntington Park,CA,90255-3521,person,y,activist,
School,13203,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,33.981804,-118.233724,6361 Cottage St.,Huntington Park,CA,90255-3521,person,y,activist,
School,13086,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,33.981804,-118.233724,6361 Cottage St.,Huntington Park,CA,90255-3521,person,y,activist,
School,12270,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,34.059692,-118.295474,701 South Catalina St.,Los Angeles,CA,90005-1943,place,n,,
School,10889,Los Angeles,Los Angeles Unified,Maywood Academy High,33.983116,-118.18846,6125 Pine Ave.,Maywood,CA,90270-3110,place,n,,
School,13079,Los Angeles,Los Angeles Unified,Mervyn M. Dymally High,33.95715,-118.268756,8800 South San Pedro St.,Los Angeles,CA,90003-3541,person,n,politician,
School,10843,Los Angeles,Los Angeles Unified,Middle College High,33.929468,-118.246237,"1600 Imperial Hwy, Bldg. 16",Los Angeles,CA,90047-4810,other,n,,
School,13737,Los Angeles,Los Angeles Unified,Nava College Preparatory Academy,34.009547,-118.251162,1319 East 41st St.,Los Angeles,CA,90011-3301,person,n,school leadership,
School,10862,Los Angeles,Los Angeles Unified,Northridge Academy High,34.24499,-118.523339,9601 Zelzah Ave.,Northridge,CA,91325-2010,place,n,,
School,11653,Los Angeles,Los Angeles Unified,Panorama High,34.216528,-118.448833,8015 Van Nuys Blvd.,Panorama City,CA,91402-6009,place,n,,
School,12885,Los Angeles,Los Angeles Unified,Performing Arts Community at Diego Rivera Learning Complex,33.984122,-118.256116,6100 South Central Ave.,Los Angeles,CA,90001-1133,person,y,artist,
School,12971,Los Angeles,Los Angeles Unified,Public Service Community at Diego Rivera Learning Complex,33.984122,-118.256116,6100 South Central Ave.,Los Angeles,CA,90001-1133,person,y,artist,
School,12439,Los Angeles,Los Angeles Unified,Ramon C. Cortines School of Visual and Performing Arts,34.059537,-118.244923,450 North Grand Ave.,Los Angeles,CA,90012-2123,person,y,school leadership,
School,11626,Los Angeles,Los Angeles Unified,Santee Education Complex,34.028729,-118.262116,1921 South Maple Ave.,Los Angeles,CA,90011-1036,place,n,,
School,12370,Los Angeles,Los Angeles Unified,School for the Visual Arts and Humanities,34.059692,-118.295474,701 South Catalina St.,Los Angeles,CA,90005-1943,other,n,,
School,11650,Los Angeles,Los Angeles Unified,School of Business and Tourism at Contreras Learning Complex,34.058064,-118.261708,322 Lucas Ave.,Los Angeles,CA,90017-1406,person,y,activist,
School,13162,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",33.941328,-118.178946,5225 Tweedy Blvd.,South Gate,CA,90280-5332,other,n,,
School,03364,Los Angeles,Los Angeles Unified,South Gate Senior High,33.954632,-118.209756,3351 Firestone Blvd.,South Gate,CA,90280-2937,other,n,,
School,13139,Los Angeles,Los Angeles Unified,STEM Academy at Bernstein High,34.095061,-118.313922,1309 North Wilton Pl.,Hollywood,CA,90028-8526,person,n,school leadership,
School,03315,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,34.03947,-118.20986,2530 East 4th St.,Los Angeles,CA,90033,person,n,politician,
School,03106,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,34.009239,-118.251546,1319 East 41st St.,Los Angeles,CA,90011-3301,person,n,politician,
School,14289,Los Angeles,Los Angeles Unified,University Pathways Public Service Academy,33.961125,-118.24902,1415 Firestone Blvd.,Los Angeles,CA,90001-3854,other,n,,
School,12946,Los Angeles,Los Angeles Unified,Valley Academy of Arts and Sciences,34.260352,-118.503534,10445 Balboa Blvd.,Granada Hills,CA,91344-7323,other,n,,
School,13133,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,33.941328,-118.178946,5225 Tweedy Blvd.,South Gate,CA,90280-5332,other,n,,
School,12114,Los Angeles,Los Angeles Unified,West Adams Preparatory High,34.04001,-118.289684,1500 West Washington Blvd.,Los Angeles,CA,90007-1257,place,n,,
School,03536,Los Angeles,Lynwood Unified,Lynwood High,33.916375,-118.204149,12124 Bullis Rd.,Lynwood,CA,90262-5106,place,n,,
School,10903,Los Angeles,Lynwood Unified,Marco Antonio Firebaugh High,33.919941,-118.183203,5246 Martin Luther King Blvd.,Lynwood,CA,90262-3903,person,y,politician,
School,06328,Los Angeles,Manhattan Beach Unified,Mira Costa High,33.872932,-118.389482,1401 Artesia Blvd.,Manhattan Beach,CA,90266-6968,other,y,,
School,03780,Los Angeles,Monrovia Unified,Monrovia High,34.145754,-118.017085,845 West Colorado Blvd.,Monrovia,CA,91016-2517,place,n,,
School,12972,Los Angeles,Montebello Unified,Applied Technology Center,34.004214,-118.116494,1200 West Mines Ave.,Montebello,CA,90640-5538,other,n,,
School,03790,Los Angeles,Montebello Unified,Bell Gardens High,33.975649,-118.154277,6119 Agra St.,Bell Gardens,CA,90201-1705,place,n,,
School,03803,Los Angeles,Montebello Unified,Montebello High,34.01522,-118.122889,2100 West Cleveland Ave.,Montebello,CA,90640-4032,place,n,,
School,03808,Los Angeles,Montebello Unified,Schurr High,34.030099,-118.124769,820 North Wilcox Ave.,Montebello,CA,90640-1808,person,n,school leadership,
School,04168,Los Angeles,Norwalk-La Mirada Unified,John H. Glenn High,33.90819,-118.055303,13520 Shoemaker Ave.,Norwalk,CA,90650-4521,person,n,astronaut,
School,04172,Los Angeles,Norwalk-La Mirada Unified,La Mirada High,33.908381,-118.004207,13520 Adelfa Dr.,La Mirada,CA,90638-3103,place,y,,
School,04180,Los Angeles,Norwalk-La Mirada Unified,Norwalk High,33.908484,-118.091213,11356 East Leffingwell Rd.,Norwalk,CA,90650-3646,place,n,,
School,10532,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes High,33.781629,-118.419461,600 Cloyden Rd.,Palos Verdes Estates,CA,90274-1869,place,y,,
School,10246,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes Peninsula High,33.780654,-118.373756,27118 Silver Spur Rd.,Rolling Hills Estates,CA,90274-2300,place,y,,
School,14236,Los Angeles,Paramount Unified,Odyssey STEM Academy,33.857195,-118.148142,3701 Michelson St.,Lakewood,CA,90712-1402,other,n,,
School,04653,Los Angeles,Paramount Unified,Paramount High,33.901996,-118.151598,14429 South Downey Ave.,Paramount,CA,90723-4378,place,n,,
School,04681,Los Angeles,Pasadena Unified,John Muir High,34.178298,-118.159628,1905 North Lincoln Ave.,Pasadena,CA,91103-1315,person,n,naturalist,
School,04684,Los Angeles,Pasadena Unified,Pasadena High,34.161649,-118.091348,2925 East Sierra Madre Blvd.,Pasadena,CA,91107-1846,place,n,,
School,07136,Los Angeles,Pomona Unified,Diamond Ranch High,34.022278,-117.773616,100 Diamond Ranch Dr.,Pomona,CA,91766-4723,place,n,,
School,04840,Los Angeles,Pomona Unified,Fremont Academy of Engineering and Design,34.040547,-117.75669,725 West Franklin Ave.,Pomona,CA,91766-5168,other,n,,
School,04841,Los Angeles,Pomona Unified,Ganesha High,34.064682,-117.787641,1151 Fairplex Dr.,Pomona,CA,91768-1299,other,n,,
School,04842,Los Angeles,Pomona Unified,Garey High,34.036945,-117.751215,321 West Lexington Ave.,Pomona,CA,91766-5254,person,n,explorer,
School,04858,Los Angeles,Pomona Unified,Pomona High,34.084323,-117.741455,475 Bangor St.,Pomona,CA,91767-2443,place,n,,
School,06330,Los Angeles,Redondo Beach Unified,Redondo Union High,33.844753,-118.386499,One Sea Hawk Way,Redondo Beach,CA,90277-3125,place,y,,
School,05204,Los Angeles,Rowland Unified,John A. Rowland High,33.98244,-117.88431,2000 South Otterbein St.,Rowland Heights,CA,91748-3949,person,n,landowner,
School,05207,Los Angeles,Rowland Unified,Nogales High,34.010182,-117.887034,401 South Nogales St.,La Puente,CA,91744-6144,other,y,,
School,03273,Los Angeles,San Gabriel Unified,Gabrielino High,34.084,-118.090845,1327 South San Gabriel Blvd.,San Gabriel,CA,91776-3308,other,n,,
School,02173,Los Angeles,Santa Monica-Malibu Unified,Malibu High,34.024246,-118.828179,30215 Morning View Dr.,Malibu,CA,90265-3616,place,n,,
School,06102,Los Angeles,Santa Monica-Malibu Unified,Santa Monica High,34.011253,-118.485135,601 Pico Blvd.,Santa Monica,CA,90405-1224,place,y,,
School,06338,Los Angeles,South Pasadena Unified,South Pasadena Senior High,34.109915,-118.153207,1401 Fremont Ave.,South Pasadena,CA,91030-3809,place,n,,
School,06540,Los Angeles,Temple City Unified,Temple City High,34.117455,-118.064225,9501 Lemon Ave.,Temple City,CA,91780-1305,place,n,,
School,06568,Los Angeles,Torrance Unified,North High,33.865535,-118.335701,3620 West 182nd St.,Torrance,CA,90504-3935,other,n,,
School,06573,Los Angeles,Torrance Unified,South High,33.810786,-118.365248,4801 Pacific Coast Hwy.,Torrance,CA,90505-5544,other,n,,
School,06576,Los Angeles,Torrance Unified,Torrance High,33.831308,-118.321143,2200 Carson St.,Torrance,CA,90501-3135,place,n,,
School,06580,Los Angeles,Torrance Unified,West High,33.846515,-118.366706,20401 Victor St.,Torrance,CA,90503-2255,other,n,,
School,07894,Los Angeles,Walnut Valley Unified,Diamond Bar High,33.984021,-117.838763,21400 Pathfinder Rd.,Diamond Bar,CA,91765-2747,place,n,,
School,06843,Los Angeles,Walnut Valley Unified,Walnut High,34.021231,-117.851445,400 North Pierre Rd.,Walnut,CA,91789-2535,place,n,,
School,12621,Los Angeles,West Covina Unified,Edgewood High,34.061058,-117.952302,1624 West Durness,West Covina,CA,91790-3337,other,n,,
School,06886,Los Angeles,West Covina Unified,West Covina High,34.061151,-117.913781,1609 East Cameron Ave.,West Covina,CA,91791-3108,place,n,,
School,06950,Los Angeles,Whittier Union High,California High,33.943816,-118.024271,9800 South Mills Ave.,Whittier,CA,90604-1030,place,n,,
School,06952,Los Angeles,Whittier Union High,La Serna High,33.954665,-117.997861,15301 Youngwood Dr.,Whittier,CA,90605-1345,place,y,,
School,06953,Los Angeles,Whittier Union High,Pioneer High,33.971545,-118.078747,10800 Ben Avon,Whittier,CA,90606-3010,other,n,,
School,06954,Los Angeles,Whittier Union High,Santa Fe High,33.940125,-118.089982,10400 South Orr and Day Rd.,Santa Fe Springs,CA,90670-4161,place,y,,
School,06955,Los Angeles,Whittier Union High,Whittier High,33.979818,-118.044117,12417 East Philadelphia St.,Whittier,CA,90601-3933,place,n,,
School,08517,Los Angeles,William S. Hart Union High,Academy of the Canyons,34.407188,-118.567583,26455 Rockwell Canyon Rd.,Santa Clarita,CA,91355-1803,other,n,,
School,06958,Los Angeles,William S. Hart Union High,Canyon High,34.42971,-118.472435,19300 West Nadal St.,Canyon Country,CA,91351-1253,place,n,,
School,14393,Los Angeles,William S. Hart Union High,Castaic High,34.494555,-118.660922,31575 Valley Creek Rd.,Castaic,CA,91384,place,n,,
School,10912,Los Angeles,William S. Hart Union High,Golden Valley High,34.400819,-118.493576,27051 Robert C. Lee Pkwy.,Santa Clarita,CA,91350-0500,other,n,,
School,06961,Los Angeles,William S. Hart Union High,Saugus High,34.44302,-118.517903,21900 Centurion Way,Saugus,CA,91350-1607,place,n,,
School,03264,Los Angeles,William S. Hart Union High,Valencia High,34.441672,-118.561997,27801 North Dickason Dr.,Valencia,CA,91355-1208,place,n,,
School,10914,Los Angeles,William S. Hart Union High,West Ranch High,34.403527,-118.596086,26255 West Valencia Blvd.,Valencia,CA,91381-0664,place,n,,
School,06959,Los Angeles,William S. Hart Union High,William S. Hart High,34.384473,-118.536459,24825 North Newhall Ave.,Newhall,CA,91321-1576,person,n,actor,
School,12212,Madera,Chawanakee Unified,Minarets High,37.12332,-119.73076,45077 Road 200,O'Neals,CA,93645,place,n,,
School,10544,Madera,Chawanakee Unified,Mountain Oaks High,37.226943,-119.501589,33030 Road 228,North Fork,CA,93643-9694,other,n,,
School,00852,Madera,Chowchilla Union High,Chowchilla Union High,37.116435,-120.262645,805 Humboldt Ave.,Chowchilla,CA,93610-3117,place,n,,
School,10542,Madera,Golden Valley Unified,Liberty High,36.926178,-119.894306,12220 Road 36,Madera,CA,93636-8405,other,n,,
School,03548,Madera,Madera Unified,Madera High,36.956015,-120.065888,200 South L St.,Madera,CA,93637-4650,place,y,,
School,11679,Madera,Madera Unified,Madera South High,36.938338,-120.060222,755 W. Pecan Ave.,Madera,CA,93637,place,y,,
School,14457,Madera,Madera Unified,Matilda Torres High,36.991307,-120.074216,16645 Road 26,Madera,CA,93638-0830,person,y,,
School,07023,Madera,Yosemite Unified,Yosemite High,37.329796,-119.627914,50200 Road 427,Oakhurst,CA,93644-9506,place,n,,
School,04191,Marin,Novato Unified,Novato High,38.090633,-122.57293,625 Arthur St.,Novato,CA,94947-4499,place,n,,
School,04196,Marin,Novato Unified,San Marin High,38.119672,-122.608753,15 San Marin Dr.,Novato,CA,94945-1117,place,n,,
School,05938,Marin,San Rafael City High,San Rafael High,37.970823,-122.51327,150 Third St.,San Rafael,CA,94901-5632,place,y,,
School,05941,Marin,San Rafael City High,Terra Linda High,37.999249,-122.551112,320 Nova Albion Way,San Rafael,CA,94903-3523,other,n,,
School,06217,Marin,Shoreline Unified,Tomales High,38.24727,-122.89507,3850 Irvin Rd.,Tomales,CA,94971-0198,place,n,,
School,06525,Marin,Tamalpais Union High,Archie Williams High,37.984157,-122.571978,1327 Sir Francis Drake Blvd.,San Anselmo,CA,94960-1800,person,n,school leadership,
School,06523,Marin,Tamalpais Union High,Redwood High,37.938165,-122.53266,395 Doherty Dr.,Larkspur,CA,94939-1536,other,n,,
School,06526,Marin,Tamalpais Union High,Tamalpais High,37.891296,-122.527248,700 Miller Ave.,Mill Valley,CA,94941-2926,place,n,,
School,09576,Mariposa,Mariposa County Unified,Coulterville High,37.746237,-120.13071,10326 Fiske Rd.,Coulterville,CA,96311-9502,place,n,,
School,03602,Mariposa,Mariposa County Unified,Mariposa County High,37.48937,-119.96386,5074 Old Hwy.,Mariposa,CA,95338-0127,place,y,,
School,09577,Mariposa,Mariposa County Unified,Yosemite Park High,37.672804,-119.808596,9670 Rancheria Flat Rd.,Yosemite,CA,95389-0485,place,n,,
School,00199,Mendocino,Anderson Valley Unified,Anderson Valley Junior-Senior High,39.012658,-123.375797,18200 Mountain View Rd.,Boonville,CA,95415,place,n,,
School,01610,Mendocino,Fort Bragg Unified,Fort Bragg High,39.441732,-123.788558,300 Dana St.,Fort Bragg,CA,95437-4522,place,n,,
School,07900,Mendocino,Laytonville Unified,Laytonville High,39.690239,-123.488628,250 Branscomb Rd.,Laytonville,CA,95454-0325,place,n,,
School,09665,Mendocino,Leggett Valley Unified,Leggett Valley High,39.8427,-123.6485,1 School Way,Leggett,CA,95585-0186,place,n,,
School,10258,Mendocino,Leggett Valley Unified,Whale Gulch High,39.91841,-123.898646,76811 Usal Rd.,Whitethorn,CA,95589-8502,place,n,,
School,04831,Mendocino,Point Arena Joint Union High,Point Arena High,38.91324,-123.693332,270 Lake St.,Point Arena,CA,95468-0007,place,n,,
School,04868,Mendocino,Potter Valley Community Unified,Potter Valley High,39.321793,-123.123601,10401 Main St.,Potter Valley,CA,95469-0219,place,n,,
School,05195,Mendocino,Round Valley Unified,Round Valley High,39.793789,-123.25608,Howard and High Sts.,Covelo,CA,95428-0276,other,n,,
School,06665,Mendocino,Ukiah Unified,Ukiah High,39.166553,-123.248844,1000 Low Gap Rd.,Ukiah,CA,95482-3737,place,n,,
School,07540,Merced,Delhi Unified,Delhi High,37.426842,-120.793569,16881 West Schendel Ave.,Delhi,CA,95315,place,n,,
School,01258,Merced,Dos Palos Oro Loma Joint Unified,Dos Palos High,36.986381,-120.624252,1701 East Blossom St.,Dos Palos,CA,93620-2706,place,y,,
School,02033,Merced,Gustine Unified,Gustine High,37.260257,-121.000206,501 North Ave.,Gustine,CA,95322-1116,place,n,,
School,02177,Merced,Hilmar Unified,Hilmar High,37.403697,-120.8502,7807 North Lander Ave.,Hilmar,CA,95324-9398,place,n,,
School,02548,Merced,Le Grand Union High,Le Grand High,37.228374,-120.252323,12961 East Le Grand Rd.,Le Grand,CA,95333-9737,place,n,,
School,03481,Merced,Los Banos Unified,Los Banos High,37.047192,-120.840096,1966 11th St.,Los Banos,CA,93635-4812,place,y,,
School,12432,Merced,Los Banos Unified,Pacheco High,37.069459,-120.814807,200 North Ward Rd.,Los Banos,CA,93635-8831,person,y,landowner,
School,03699,Merced,Merced Union High,Atwater High,37.364084,-120.616429,2201 Fruitland Ave.,Atwater,CA,95301-0835,place,n,,
School,08741,Merced,Merced Union High,Buhach Colony High,37.313462,-120.577514,1800 Buhach Rd.,Atwater,CA,95301-4592,other,n,,
School,13098,Merced,Merced Union High,El Capitan High,37.36843,-120.459415,100 West Farmland,Merced,CA,95348-8632,other,y,,
School,03308,Merced,Merced Union High,Golden Valley High,37.287842,-120.448704,2121 East Childs Ave.,Merced,CA,95344-0188,other,n,,
School,03700,Merced,Merced Union High,Livingston High,37.376183,-120.723407,1617 Main St.,Livingston,CA,95334-1250,place,n,,
School,03702,Merced,Merced Union High,Merced High,37.31902,-120.472977,205 West Olive Ave.,Merced,CA,95348-3100,place,n,,
School,03764,Modoc,Modoc Joint Unified,Modoc High,41.49173,-120.542478,900 North Main St.,Alturas,CA,96101-3376,other,n,,
